config,BL_s0,BL_s1,BL_s2,BL_s7,BL_s42,HD_s0,HD_s1,HD_s2,HD_s7,HD_s42,BL_mean,HD_mean,BL_std,HD_std,delta_pct,hd_seed_wins,dataset_name,term,ds_base
saugeenday/M/short,0.7437666369183494,0.7704630574599134,0.7437553521632512,0.7103635857547705,0.7405665283418413,0.7289730032493038,0.7465634705180091,0.7571776955713797,0.7471842268760437,0.7500894189289052,0.7417830321276251,0.7459975630287283,0.02132504442660627,0.010407962173682384,-0.5681622143627201,2,saugeenday/M,short,saugeenday
LOOP_SEATTLE/5T/short,0.5476709610404101,0.5506425257741155,0.5540087584200732,0.5536182084966982,0.5651396069570872,0.563159681329601,0.5575699487457301,0.5484716391457684,0.5491078097364702,0.5693493066871318,0.5542160121376768,0.5575316771289403,0.006620663594604159,0.00900524978104976,-0.5982622152100123,2,LOOP_SEATTLE/5T,short,LOOP_SEATTLE
jena_weather/10T/long,0.6552926049435946,0.7346501419958655,0.6880670698193609,0.7441513641283105,0.711626835713607,0.6725215730967828,0.703682113036336,0.752851197720917,0.678629078157176,0.7492520060744872,0.7067576033201478,0.7113871936171398,0.036048504080261994,0.038065754006802274,-0.6550464084494372,2,jena_weather/10T,long,jena_weather
bizitobs_service/long,3.5799306690024744,3.3378753437471613,4.034565756143241,4.268316844246823,3.517916666011853,3.201750603933473,4.333674179428773,3.924942105255024,3.564707931318876,3.848296525203857,3.7477210558303105,3.774674269028001,0.3880196632321735,0.42214006799674186,-0.7191894166125149,3,bizitobs_service,long,bizitobs_service
solar/H/short,0.913653009243522,0.975103288002396,0.8923970976556879,0.9526041683101916,0.9101716684987669,0.9274611790501696,0.9599055529574808,0.9238733841343336,0.9369451798793846,0.9343625482748994,0.9287858463421129,0.9365095688592536,0.033956771304589566,0.014086501063202651,-0.8315934773941116,2,solar/H,short,solar
ett1/H/medium,1.3536216615262222,1.308340237254435,1.4103129302815776,1.2564049398467023,1.3144948330618704,1.3685993806358958,1.392867356343945,1.3254183344152402,1.3092553692589013,1.3078815262360242,1.3286349203941614,1.3408043933780014,0.05728136881867109,0.038075912147909036,-0.9159380652308683,2,ett1/H,medium,ett1
bizitobs_l2c/5T/short,0.2815816013507474,0.2845391842665478,0.2807811683499445,0.2844862402211479,0.2777906660725153,0.2792095830846315,0.2917273140646365,0.2875198122846871,0.2818181619209735,0.2823292268851938,0.2818357720521806,0.28452081964802445,0.002822813012601953,0.005031008598467587,-0.9526993597344862,2,bizitobs_l2c/5T,short,bizitobs_l2c
jena_weather/H/medium,0.7610071090462912,0.7898113013429043,0.7700843478034002,0.8346390460762256,0.7926499410449405,0.7968270306285968,0.7936573339421323,0.7827494139225101,0.824738508346103,0.7959465676093114,0.7896383490627523,0.7987837708897307,0.028444108355632124,0.015563642813165047,-1.1581785304416152,1,jena_weather/H,medium,jena_weather
ett1/H/long,1.527689327829166,1.3900066205857766,1.5416285005966748,1.3954707490339358,1.459686010279743,1.476664895904,1.478640483340872,1.4760465114691883,1.4741272221008508,1.4970935779190864,1.4628962416650593,1.4805145381467995,0.07117989904868278,0.009406878537098732,-1.2043435467225718,2,ett1/H,long,ett1
ett2/D/short,1.425552743021932,1.2802049435246972,1.4477195272060723,1.4244199517428475,1.3442665777425875,1.3990943965420113,1.4479191249330603,1.3701206547561284,1.4034374884117338,1.387055105132986,1.3844327486476273,1.401525353955184,0.07030612230621039,0.0289723619611506,-1.2346287910520328,3,ett2/D,short,ett2
jena_weather/10T/medium,0.6275284046323337,0.6415982881843381,0.6397324139448338,0.6542308722033285,0.6225223585109868,0.6251303301233211,0.6459256051020833,0.6598144014211591,0.6389575384901771,0.6644087722752923,0.6371224674951642,0.6468473294824065,0.012497515028355836,0.015900280394771715,-1.5263724767822804,2,jena_weather/10T,medium,jena_weather
jena_weather/10T/short,0.3190041176749639,0.2956304661277468,0.2980772428647519,0.3026524422632481,0.3057732586279679,0.3131360532637028,0.3116737501070292,0.3001809697986609,0.3144726654644647,0.3077210722201606,0.3042275055117357,0.30943690217080366,0.00915086417711849,0.005758959887533543,-1.7123358554662276,1,jena_weather/10T,short,jena_weather
electricity/15T/short,1.2699092070702258,1.225184505784804,1.2255809139796885,1.1906348471734702,1.2315637431436517,1.3241103794727545,1.269843918075295,1.240803450883952,1.2523243384480172,1.235775920900358,1.2285746434303682,1.2645716015560753,0.028184057806178553,0.03576581839454845,-2.929977296715007,0,electricity/15T,short,electricity
solar/D/short,1.0201765799033444,1.0233843069126505,1.0192230830109537,1.0125040478549667,1.0428205043379195,1.129011978182007,1.0665826046796645,1.017870603800807,1.0529939378119653,1.0108502185663102,1.023621704403967,1.055461868608151,0.011439725921085385,0.04728287898590984,-3.1105401602170737,2,solar/D,short,solar
bizitobs_l2c/5T/long,1.0768573678677624,1.1726836084967265,1.144668832493332,1.1510097903366363,1.111910634022448,1.0182260128965934,1.2322957943880146,1.252087796806572,1.1889743533529058,1.2048030778262642,1.131426046643381,1.1792774070540701,0.03748223858467942,0.09326768524971987,-4.229296342668663,1,bizitobs_l2c/5T,long,bizitobs_l2c
bizitobs_l2c/5T/medium,0.738663391043859,0.7633126260814723,0.7979112463201613,0.7669946291830483,0.7407099074960591,0.7575810037326577,0.8339853353809131,0.8126811429419866,0.7975864190872852,0.8511424745669526,0.76151836002492,0.810595275141959,0.024046789761023406,0.035969655449356125,-6.444613510754086,0,bizitobs_l2c/5T,medium,bizitobs_l2c
solar/W/short,1.5030808361498156,1.4522563674546642,1.3603237173927227,1.7396534814850977,1.5075767491251464,1.5123448672851725,1.4644960787473795,1.795105853802248,1.6459306654283274,1.6373760870762253,1.5125782303214894,1.6110507104678706,0.14008796240944948,0.12942858654156503,-6.51024047367464,1,solar/W,short,solar
solar/10T/short,1.217061190241464,1.2378731419899405,1.2850609676266296,1.215691918379853,1.430640202904849,1.5216002576866532,1.2304029658459514,1.258091809710777,1.384328356422322,1.4238333603857,1.2772654842285474,1.3636513500102807,0.09021112950087513,0.12030712659044471,-6.763344570757688,3,solar/10T,short,solar
ett2/W/short,1.2415227467085337,1.524614246525848,1.1850206973452515,1.204691060553632,1.1274988592641222,1.2124913955356795,1.4397446904746378,1.1997249541388777,1.8271910771806372,1.354558685392535,1.2566695220794775,1.4067421605444737,0.15535779256552207,0.2555284020494233,-11.942092636786724,2,ett2/W,short,ett2
