dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,227.35048400459888,12457549.86285009,0.9136744035792217,0.8158616210112206,227.35048400459888,12457549.86285009,0.9136744035792217,0.8158616210112206
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,301.1053522749669,222306387467.54614,1.7463664297608599,0.8432548328879341,301.1053522749669,222306387467.54614,1.7463664297608599,0.8432548328879341
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,355.3037380253762,4406117856138.177,1.5519614141956874,0.8560665243696012,355.3037380253762,4406117856138.177,1.5519614141956874,0.8560665243696012
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,370.9555657159313,4096390.808119982,1.3667938040984269,0.6377755089686374,370.9555657159313,4096390.808119982,1.3667938040984269,0.6377755089686374
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,151.42824923148825,5275513.946658227,2.051505234830317,0.7678993581234494,151.42824923148825,5275513.946658227,2.051505234830317,0.7678993581234494
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,158.34221776191256,1042081430155.4358,6.1694622230419895,0.7801807186127975,158.34221776191256,1042081430155.4358,6.1694622230419895,0.7801807186127975
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,197.43252963399487,672905995332.2461,6.234479929095837,0.7501492734882962,197.43252963399487,672905995332.2461,6.234479929095837,0.7501492734882962
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,165.93349105609275,86927488.80218498,6.397723432817322,0.6675067470890853,165.93349105609275,86927488.80218498,6.397723432817322,0.6675067470890853
bizitobs_application,short,10S,bizitobs_application/10S/short,60,2699.014166666667,24899888.924444444,6.891302051752369,0.10141368442111545,2699.014166666667,24899888.924444444,6.891302051752369,0.10141368442111545
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,3143.5333333333333,34319196.16,8.293730595651343,0.11848838806152344,3143.5333333333333,34319196.16,8.293730595651343,0.11848838806152344
bizitobs_application,long,10S,bizitobs_application/10S/long,900,3192.3058333333333,31434085.262222223,8.43937317449809,0.12014684041341146,3192.3058333333333,31434085.262222223,8.43937317449809,0.12014684041341146
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,3.797317123413086,32.78326532273066,0.3897342088885874,0.24820672500701177,3.797317123413086,32.78326532273066,0.3897342088885874,0.24820672500701177
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,11.202879198554422,202.774893707483,1.0838165744206076,0.937287747130102,11.202879198554422,202.774893707483,1.0838165744206076,0.937287747130102
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,13.428404017857142,282.3981746031746,1.2677185296328615,1.0653398592509922,13.428404017857142,282.3981746031746,1.2677185296328615,1.0653398592509922
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,10.493378169952877,219.04777405753967,0.9992486047653805,0.8436612931508867,10.493378169952877,219.04777405753967,0.9992486047653805,0.8436612931508867
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,12.485067894345239,271.6857142857143,1.1974436337025596,1.086039297921317,12.485067894345239,271.6857142857143,1.1974436337025596,1.086039297921317
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,12.070944165426587,254.25436507936507,1.1875276110716937,1.0102965339781746,12.070944165426587,254.25436507936507,1.1875276110716937,1.0102965339781746
bizitobs_service,short,10S,bizitobs_service/10S/short,60,115.3345343760334,7597960528.49619,3.964959916121138,0.16256139119466145,115.3345343760334,7597960528.49619,3.964959916121138,0.16256139119466145
bizitobs_service,medium,10S,bizitobs_service/10S/medium,600,154.87967757936508,7026329109.506032,4.731869503531175,0.1816542537628658,154.87967757936508,7026329109.506032,4.731869503531175,0.1816542537628658
bizitobs_service,long,10S,bizitobs_service/10S/long,900,157.74748677248678,7740116228.280211,4.514216756380059,0.17703504774305556,157.74748677248678,7740116228.280211,4.514216756380059,0.17703504774305556
car_parts_with_missing,short,M,car_parts_with_missing/M/short,12,0.48888311630640274,168779384.1983277,0.8661696639118729,1.8714580148185282,0.48888311630640274,168779384.1983277,0.8661696639118729,1.8714580148185282
hierarchical_sales/D,short,D,hierarchical_sales/D/D/short,30,2.312776982030281,29.85325140004909,0.7507541731311149,1.06972928246273,2.312776982030281,29.85325140004909,0.7507541731311149,1.06972928246273
hierarchical_sales/W,short,W-WED,hierarchical_sales/W/W-WED/short,8,9.563646930759235,596.525164070776,0.7863375223979114,0.48638713965981695,9.563646930759235,596.525164070776,0.7863375223979114,0.48638713965981695
restaurant,short,D,restaurant/D/short,30,8.865200172054497,192.33975436630243,0.8254096584630095,0.46160258767628654,8.865200172054497,192.33975436630243,0.8254096584630095,0.46160258767628654
covid_deaths,short,D,covid_deaths/D/short,30,468.7649103226817,253437716.30676693,60.339823083706335,0.48189106800203635,468.7649103226817,253437716.30676693,60.339823083706335,0.48189106800203635
hospital,short,M,hospital/M/short,12,22.13732713867612,4183.437934593655,0.8447602615602308,0.18967999752994621,22.13732713867612,4183.437934593655,0.8447602615602308,0.18967999752994621
electricity/15T,short,15T,electricity/15T/15T/short,48,150.64561639459282,870444.3811626373,2.4862780136076785,0.3301452908215222,150.64561639459282,870444.3811626373,2.4862780136076785,0.3301452908215222
electricity/15T,medium,15T,electricity/15T/15T/medium,480,197.17667764419693,2739723623.550189,2.739512562161281,0.3461507649120984,197.17667764419693,2739723623.550189,2.739512562161281,0.3461507649120984
electricity/15T,long,15T,electricity/15T/15T/long,720,225.10015880431212,161940860782.71802,2.8306558138312377,0.3433307557893587,225.10015880431212,161940860782.71802,2.8306558138312377,0.3433307557893587
electricity/D,short,D,electricity/D/D/short,30,6471.67890990991,3626091506.014559,1.9256622005809714,0.13795535484520163,6471.67890990991,3626091506.014559,1.9256622005809714,0.13795535484520163
electricity/H,short,H,electricity/H/H/short,48,247.6761761529596,2128850.8253188343,1.4287867907715321,0.1820461436864492,247.6761761529596,2128850.8253188343,1.4287867907715321,0.1820461436864492
electricity/H,medium,H,electricity/H/H/medium,480,332.8005985624296,768969287.751844,1.4863882602602492,0.1799305923565014,332.8005985624296,768969287.751844,1.4863882602602492,0.1799305923565014
electricity/H,long,H,electricity/H/H/long,720,362.96024305555557,676808038.8475316,1.5700901743174782,0.1881193580054664,362.96024305555557,676808038.8475316,1.5700901743174782,0.1881193580054664
electricity/W,short,W-FRI,electricity/W/W-FRI/short,8,50374.89436936937,217536202176.11533,2.0779449448477605,0.1238577617181314,50374.89436936937,217536202176.11533,2.0779449448477605,0.1238577617181314
ett1/15T,short,15T,ett1/15T/15T/short,48,2.345681249527704,18.001285198756626,1.5157016213020578,0.4699035326639811,2.345681249527704,18.001285198756626,1.5157016213020578,0.4699035326639811
ett1/15T,medium,15T,ett1/15T/15T/medium,480,2.7698566158234126,24.084744388640875,1.6824303840639518,0.6157301548549107,2.7698566158234126,24.084744388640875,1.6824303840639518,0.6157301548549107
ett1/15T,long,15T,ett1/15T/15T/long,720,2.7982132587735613,24.630838371155754,1.7059364334436893,0.6233441573854477,2.7982132587735613,24.630838371155754,1.7059364334436893,0.6233441573854477
ett1/D,short,D,ett1/D/D/short,30,135.56820436507937,43963.53650793651,1.6613839987475947,0.482055179656498,135.56820436507937,43963.53650793651,1.6613839987475947,0.482055179656498
ett1/H,short,H,ett1/H/H/short,48,5.923197900681268,117.43476795014881,0.9952725136672559,0.30798427490960983,5.923197900681268,117.43476795014881,0.9952725136672559,0.30798427490960983
ett1/H,medium,H,ett1/H/H/medium,480,8.420071847098214,182.74654017857142,1.4890853363830459,0.5192647661481585,8.420071847098214,182.74654017857142,1.4890853363830459,0.5192647661481585
ett1/H,long,H,ett1/H/H/long,720,8.848566674933862,202.45286044973545,1.598711842765315,0.5645604693700397,8.848566674933862,202.45286044973545,1.598711842765315,0.5645604693700397
ett1/W,short,W-THU,ett1/W/W-THU/short,8,889.9991629464286,1243184.142857143,1.6032275865057446,0.5450846808297294,889.9991629464286,1243184.142857143,1.6032275865057446,0.5450846808297294
ett2/15T,short,15T,ett2/15T/15T/short,48,2.4555297124953497,13.047898356119791,1.0895994531880786,0.17370259875342958,2.4555297124953497,13.047898356119791,1.0895994531880786,0.17370259875342958
ett2/15T,medium,15T,ett2/15T/15T/medium,480,2.717796921502976,16.32348586309524,1.1436609146656294,0.21055372450086807,2.717796921502976,16.32348586309524,1.1436609146656294,0.21055372450086807
ett2/15T,long,15T,ett2/15T/15T/long,720,2.779640609499008,16.92689639136905,1.1764326803439087,0.21443397885277157,2.779640609499008,16.92689639136905,1.1764326803439087,0.21443397885277157
ett2/D,short,D,ett2/D/D/short,30,257.55882936507936,200281.52380952382,1.7465230267459833,0.17517821296812996,257.55882936507936,200281.52380952382,1.7465230267459833,0.17517821296812996
ett2/H,short,H,ett2/H/H/short,48,7.335045369466146,128.08276948474702,0.8403909421637242,0.1248190062386649,7.335045369466146,128.08276948474702,0.8403909421637242,0.1248190062386649
ett2/H,medium,H,ett2/H/H/medium,480,11.473048037574404,302.89933035714284,1.2346540801301689,0.20903182256789435,11.473048037574404,302.89933035714284,1.2346540801301689,0.20903182256789435
ett2/H,long,H,ett2/H/H/long,720,13.157866236772486,398.34444444444443,1.3848318278494738,0.23442114774512235,13.157866236772486,398.34444444444443,1.3848318278494738,0.23442114774512235
ett2/W,short,W-THU,ett2/W/W-THU/short,8,1320.551060267857,4607048.857142857,0.8283895723992322,0.13795130593436106,1320.551060267857,4607048.857142857,0.8283895723992322,0.13795130593436106
solar/10T,short,10T,solar/10T/10T/short,48,3.5163111740075177,51.7640550153969,1.5500286888061954,1.9400329181457667,3.5163111740075177,51.7640550153969,1.5500286888061954,1.9400329181457667
solar/10T,medium,10T,solar/10T/10T/medium,480,4.619255324112475,69.9699290463946,2.018915811369237,1.8866205373991338,4.619255324112475,69.9699290463946,2.018915811369237,1.8866205373991338
solar/10T,long,10T,solar/10T/10T/long,720,4.739554805709208,72.83537136303731,2.0664483019889164,1.9047770132790323,4.739554805709208,72.83537136303731,2.0664483019889164,1.9047770132790323
solar/D,short,D,solar/D/D/short,30,277.6224357512165,158848.91338199514,1.0858937451348458,0.446947106131672,277.6224357512165,158848.91338199514,1.0858937451348458,0.446947106131672
solar/H,short,H,solar/H/H/short,48,14.073643414124527,699.8111173805866,1.0852150129491722,1.436758814433241,14.073643414124527,699.8111173805866,1.0852150129491722,1.436758814433241
solar/H,medium,H,solar/H/H/medium,480,14.250706819780262,748.4108348540146,1.0873097918704189,1.4450991145595726,14.250706819780262,748.4108348540146,1.0873097918704189,1.4450991145595726
solar/H,long,H,solar/H/H/long,720,16.820048519236618,889.4706508515815,1.2860642543569065,1.4941176365761861,16.820048519236618,889.4706508515815,1.2860642543569065,1.4941176365761861
solar/W,short,W-FRI,solar/W/W-FRI/short,8,1855.5984617358577,4327736.9781021895,2.050587824863962,0.3334342963504095,1855.5984617358577,4327736.9781021895,2.050587824863962,0.3334342963504095
jena_weather/10T,short,10T,jena_weather/10T/10T/short,48,9.968612077501085,1712.8015580313547,0.43263291603880294,0.6482812200273786,9.968612077501085,1712.8015580313547,0.43263291603880294,0.6482812200273786
jena_weather/10T,medium,10T,jena_weather/10T/10T/medium,480,12.566617838541667,2601.8714454816018,0.6565330038976345,0.7253108741573097,12.566617838541667,2601.8714454816018,0.6565330038976345,0.7253108741573097
jena_weather/10T,long,10T,jena_weather/10T/10T/long,720,13.043826859085648,2948.6726500496034,0.6766591459176636,0.7201152821697255,13.043826859085648,2948.6726500496034,0.6766591459176636,0.7201152821697255
jena_weather/D,short,D,jena_weather/D/D/short,30,10.840521143353175,506.5811507936508,1.3881598630869738,0.5069258916945685,10.840521143353175,506.5811507936508,1.3881598630869738,0.5069258916945685
jena_weather/H,short,H,jena_weather/H/H/short,48,9.698322509663646,1335.4545539467158,0.5808034901541489,0.6306443423057658,9.698322509663646,1335.4545539467158,0.5808034901541489,0.6306443423057658
jena_weather/H,medium,H,jena_weather/H/H/medium,480,11.849565972222223,1605.9849206349206,0.8572634792950916,0.7072533985925099,11.849565972222223,1605.9849206349206,0.8572634792950916,0.7072533985925099
jena_weather/H,long,H,jena_weather/H/H/long,720,13.097267691798942,1754.8210317460318,1.0150731208421733,0.6795164723875662,13.097267691798942,1754.8210317460318,1.0150731208421733,0.6795164723875662
kdd_cup_2018_with_missing/D,short,D,kdd_cup_2018_with_missing/D/D/short,30,20.916470432084914,2572.0061621035306,1.205171680419605,0.4687990484992925,20.916470432084914,2572.0061621035306,1.205171680419605,0.4687990484992925
kdd_cup_2018_with_missing/H,short,H,kdd_cup_2018_with_missing/H/H/short,48,24.188548506385125,4662.401283099415,1.0096836282163508,0.5401986341625459,24.188548506385125,4662.401283099415,1.0096836282163508,0.5401986341625459
kdd_cup_2018_with_missing/H,medium,H,kdd_cup_2018_with_missing/H/H/medium,480,26.42693507753639,4878.057503960192,1.1095979071712152,0.6079091963697053,26.42693507753639,4878.057503960192,1.1095979071712152,0.6079091963697053
