dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,182.33898215435775,2086233.2626835,0.8075697702837696,0.780355742696959,182.33898215435775,2086233.2626835,0.8075697702837696,0.780355742696959
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,330.2355461302319,3540895.3030544263,1.1722682927166435,0.8169969000809502,330.2355461302319,3540895.3030544263,1.1722682927166435,0.8169969000809502
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,446.0814177442146,5055786.785593149,1.1357700326987823,0.8324167348497982,446.0814177442146,5055786.785593149,1.1357700326987823,0.8324167348497982
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,346.61458336680334,3224973.2424288187,1.1881923101633607,0.6090054334060285,346.61458336680334,3224973.2424288187,1.1881923101633607,0.6090054334060285
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,131.54734752510606,1774196.662842064,1.7860125621669192,0.6989814884524289,131.54734752510606,1774196.662842064,1.7860125621669192,0.6989814884524289
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,161.2133752044743,2256237.8180647786,4.541569937045301,0.7605550085334215,161.2133752044743,2256237.8180647786,4.541569937045301,0.7605550085334215
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,249.2653934318096,3540997.041239255,3.527622714902402,0.7503207981414718,249.2653934318096,3540997.041239255,3.527622714902402,0.7503207981414718
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,153.60213501515085,1651122.9768553625,5.933422459227757,0.6155270845589064,153.60213501515085,1651122.9768553625,5.933422459227757,0.6155270845589064
bizitobs_application,short,10S,bizitobs_application/10S/short,60,1067.2931944444445,6166367.004444445,3.02184225506386,0.045537647848876504,1067.2931944444445,6166367.004444445,3.02184225506386,0.045537647848876504
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2402.6245833333332,21299481.6,6.09357460509931,0.08820962900497657,2402.6245833333332,21299481.6,6.09357460509931,0.08820962900497657
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2792.7875,23662029.937777776,6.880956581604699,0.09947133685608336,2792.7875,23662029.937777776,6.880956581604699,0.09947133685608336
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,2.8057166326613654,21.940579950241816,0.2938621175053326,0.21333307675874688,2.8057166326613654,21.940579950241816,0.2938621175053326,0.21333307675874688
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,8.793336787840136,165.9623299319728,0.8523608732522341,0.7756293790157329,8.793336787840136,165.9623299319728,0.8523608732522341,0.7756293790157329
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,12.813046875,392.77964285714285,1.1838685881434299,0.9517254511188058,12.813046875,392.77964285714285,1.1838685881434299,0.9517254511188058
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,9.366768973214286,203.37244233630952,0.9071725147768431,0.8896622304651687,9.366768973214286,203.37244233630952,0.9071725147768431,0.8896622304651687
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,11.142152622767858,224.87730654761904,1.092933819320277,0.9624466036677453,11.142152622767858,224.87730654761904,1.092933819320277,0.9624466036677453
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,11.551694258432539,230.28958333333333,1.170796716399096,0.8873469913024534,11.551694258432539,230.28958333333333,1.170796716399096,0.8873469913024534
