val_dataset,adapter_mase,raw_mase,improvement_pct
m4_monthly,1.0577161424627217,1.058901865055744,0.11197662712208727
electricity/H,1.3594219401463767,1.3429738309404797,-1.224752770824913
hospital,0.8155119023449728,0.8098780348826173,-0.6956439389261949
jena_weather/H,0.8638670255603936,0.8722195284835639,0.9576147575704779
ett1/H,0.9290482838238988,0.9260801314631903,-0.3205070770732157
saugeenday/D,2.9618462696671486,2.9801279838977837,0.6134539969227751
covid_deaths,31.211391220302108,31.87180373568749,2.0720901799665152
m4_hourly,1.8650662951567323,1.8996882438028035,1.8225068644297608
