dataset_config,model,MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T/5T/short,epoch_249-step_25000,188.87417130943797,2071447.8936307323,0.7677918731139062,0.7849999394659184
bitbrains_fast_storage/5T/5T/medium,epoch_249-step_25000,306.7915101259003,3419038.7168856766,1.0640785293446369,0.8271223067278752
bitbrains_fast_storage/5T/5T/long,epoch_249-step_25000,304.76118721347217,3320613.3875931976,0.9571525861055081,0.8301534116999996
bitbrains_fast_storage/H/H/short,epoch_249-step_25000,315.76777693678827,2749602.1435975377,1.1572483037889316,0.5996576489208013
bitbrains_rnd/5T/5T/short,epoch_249-step_25000,132.42133758138402,1717341.9673786492,1.7556904525615185,0.7151500990092898
bitbrains_rnd/5T/5T/medium,epoch_249-step_25000,154.16701483439044,2260566.3275668835,4.468054634838634,0.7855763634812396
bitbrains_rnd/5T/5T/long,epoch_249-step_25000,243.36659913454682,3511604.9330646642,3.42723874027694,0.754642725338053
bitbrains_rnd/H/H/short,epoch_249-step_25000,158.66822189461783,1752077.2685859427,5.834837402812142,0.6037083308406969
bizitobs_application/10S/short,epoch_249-step_25000,891.1345833333334,5412556.231111111,3.1216902522635155,0.04599871867730215
bizitobs_application/10S/medium,epoch_249-step_25000,2254.3314583333336,21452718.08,9.134203065754193,0.12614385648438875
bizitobs_application/10S/long,epoch_249-step_25000,2480.1975,20984420.124444444,14.479942529920185,0.18800144887040984
bizitobs_l2c/5T/5T/short,epoch_249-step_25000,2.7309630621047245,21.623201715378535,0.2865116043743535,0.21126700582950986
bizitobs_l2c/5T/5T/medium,epoch_249-step_25000,8.317710326318027,152.36145833333333,0.8143517001099019,0.8780663020594757
bizitobs_l2c/5T/5T/long,epoch_249-step_25000,12.9403125,376.6556746031746,1.212649595982623,1.1859921317794415
bizitobs_l2c/H/H/short,epoch_249-step_25000,7.491503034319196,160.40719556051587,0.7504423696353066,0.8232468641505778
bizitobs_l2c/H/H/medium,epoch_249-step_25000,7.7376168387276785,163.08335193452382,0.7773640887173916,0.949209425536554
bizitobs_l2c/H/H/long,epoch_249-step_25000,10.000998263888889,248.55957341269843,0.9881343297037339,1.0518898294847254
bizitobs_service/10S/short,epoch_249-step_25000,44.908458167989416,25791.59906208664,2.1275268317177574,0.12633301222976034
bizitobs_service/10S/medium,epoch_249-step_25000,118.26156746031747,153620.0380952381,5.427446154015377,0.22330701914505766
bizitobs_service/10S/long,epoch_249-step_25000,140.045291005291,205275.29312169313,6.947743982518445,0.25108427379088266
car_parts_with_missing/M/short,epoch_249-step_25000,0.4761358753719763,1.3194857930319868,0.8640491132524908,1.875014145732222
hierarchical_sales/D/D/short,epoch_249-step_25000,2.2964940740136677,29.171859618837846,0.7430233647009572,1.0608073477590334
hierarchical_sales/W/W-WED/short,epoch_249-step_25000,9.325770814540023,497.3794410834878,0.7554944151737915,0.4797871945255323
