dataset,term,config_name,prediction_length,MAE,MSE,MASE,SMAPE
m4_monthly,short,m4_monthly/M/short,18,583.8466588632089,2744428.374871528,1.033031487309142,0.13709738167789248
electricity/H,short,electricity/H/H/short,48,196.87311787373312,1617470.0907942709,1.0935300574618168,0.14540720266936852
hospital,short,hospital/M/short,12,20.00698883043378,4231.498119024337,0.8053072449697681,0.1843339678827756
jena_weather/H,short,jena_weather/H/H/short,48,8.904848358485733,1429.4081225606333,0.5434109134212631,0.6178715973470046
ett1/H,short,ett1/H/H/short,48,5.4753482636951265,112.8774922688802,0.9197594400751247,0.28702697186242965
saugeenday/D,short,saugeenday/D/D/short,30,14.376298828125,1184.4010416666667,3.1945095173417544,0.3735752868652344
covid_deaths,short,covid_deaths/D/short,30,220.87457902568923,1277121.9909774435,39.11235244435586,0.3879464706382656
m4_hourly,short,m4_hourly/H/short,48,272.01252624954003,1408307.0968991586,1.743801703591273,0.12374056134246973
