dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,171.84113007732913,1843562.2564822417,0.7836041606689322,0.7696132468121092,171.84113007732913,1843562.2564822417,0.7836041606689322,0.7696132468121092
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,276.93105769251366,2911803.7106242958,1.1176718423948897,0.834761996349957,276.93105769251366,2911803.7106242958,1.1176718423948897,0.834761996349957
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,325.3098592614016,3704371.3470173907,1.036139719545039,0.8578065750579913,325.3098592614016,3704371.3470173907,1.036139719545039,0.8578065750579913
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,341.5656242318635,3069694.2958212304,1.150728145723244,0.5984330982068191,341.5656242318635,3069694.2958212304,1.150728145723244,0.5984330982068191
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,126.7511205528706,1654939.8229510337,1.765420187661794,0.6907978122870458,126.7511205528706,1654939.8229510337,1.765420187661794,0.6907978122870458
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,154.68977718201856,2270131.8186856466,4.520520049991427,0.7518077223188308,154.68977718201856,2270131.8186856466,4.520520049991427,0.7518077223188308
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,182.95190143096647,2486754.831571035,3.4895197325167917,0.7382586464848623,182.95190143096647,2486754.831571035,3.4895197325167917,0.7382586464848623
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,150.64861764879788,1686022.080376638,5.939418464575165,0.5993535880127896,150.64861764879788,1686022.080376638,5.939418464575165,0.5993535880127896
bizitobs_application,short,10S,bizitobs_application/10S/short,60,818.1750694444445,3854580.6222222224,3.2259103666539106,0.04470778430402659,818.1750694444445,3854580.6222222224,3.2259103666539106,0.04470778430402659
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2170.617708333333,21332283.733333334,7.659262549337376,0.10633500091998382,2170.617708333333,21332283.733333334,7.659262549337376,0.10633500091998382
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2441.0291666666667,20943016.39111111,8.80477305417842,0.12196051021433672,2441.0291666666667,20943016.39111111,8.80477305417842,0.12196051021433672
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,2.8799278259277346,22.373753429594494,0.30063080863945907,0.21747144050004688,2.8799278259277346,22.373753429594494,0.30063080863945907,0.21747144050004688
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,8.721148224914966,160.5527104591837,0.8453928731034234,0.9068652986633016,8.721148224914966,160.5527104591837,0.8453928731034234,0.9068652986633016
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,12.391041666666666,295.0444642857143,1.1573836521775631,1.1266045026476545,12.391041666666666,295.0444642857143,1.1573836521775631,1.1266045026476545
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,9.692320808531745,210.03968253968253,0.9359903687881191,0.942725723447375,9.692320808531745,210.03968253968253,0.9359903687881191,0.942725723447375
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,12.555715215773809,292.7782924107143,1.215734651787437,1.1136949704697945,12.555715215773809,292.7782924107143,1.215734651787437,1.1136949704697945
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,11.939012121775793,247.86974206349205,1.1978458757853947,0.9897088657258878,11.939012121775793,247.86974206349205,1.1978458757853947,0.9897088657258878
bizitobs_service,short,10S,bizitobs_service/10S/short,60,42.596701518063824,21292.89439814815,1.7416070103228316,0.08491048377624802,42.596701518063824,21292.89439814815,1.7416070103228316,0.08491048377624802
bizitobs_service,medium,10S,bizitobs_service/10S/medium,600,115.75343253968254,170047.553015873,3.9993372435155665,0.18359288317758518,115.75343253968254,170047.553015873,3.9993372435155665,0.18359288317758518
bizitobs_service,long,10S,bizitobs_service/10S/long,900,131.9292195767196,207377.66264550266,4.048852204262736,0.19281825014702306,131.9292195767196,207377.66264550266,4.048852204262736,0.19281825014702306
car_parts_with_missing,short,M,car_parts_with_missing/M/short,12,0.5033488977441627,1.3313684239874675,0.9042706936497793,1.8513594171250416,0.5033488977441627,1.3313684239874675,0.9042706936497793,1.8513594171250416
hierarchical_sales/D,short,D,hierarchical_sales/D/D/short,30,2.316258473768861,29.340645225622676,0.7486047606947563,1.0637571904062597,2.316258473768861,29.340645225622676,0.7486047606947563,1.0637571904062597
hierarchical_sales/W,short,W-WED,hierarchical_sales/W/W-WED/short,8,9.500772896459548,498.45782470703125,0.7670517293045035,0.4935563714400715,9.500772896459548,498.45782470703125,0.7670517293045035,0.4935563714400715
restaurant,short,D,restaurant/D/short,30,7.077233488824484,140.02742145909218,0.6782362333796842,0.39182216228002353,7.077233488824484,140.02742145909218,0.6782362333796842,0.39182216228002353
covid_deaths,short,D,covid_deaths/D/short,30,281.7093333920739,2423878.661152882,49.207958536658694,0.4293992277938939,281.7093333920739,2423878.661152882,49.207958536658694,0.4293992277938939
hospital,short,M,hospital/M/short,12,19.04125265679324,3035.685907621686,0.7902605494035105,0.1777271740071403,19.04125265679324,3035.685907621686,0.7902605494035105,0.1777271740071403
electricity/15T,short,15T,electricity/15T/15T/short,48,71.36161771069776,187373.51707993515,1.3219592206857302,0.20954692564723132,71.36161771069776,187373.51707993515,1.3219592206857302,0.20954692564723132
electricity/15T,medium,15T,electricity/15T/15T/medium,480,91.11852444925394,562149.8247126619,1.4239430803996935,0.21603746764280404,91.11852444925394,562149.8247126619,1.4239430803996935,0.21603746764280404
electricity/15T,long,15T,electricity/15T/15T/long,720,124.91796407393721,1781841.843199207,1.6239003357410493,0.23341739490779798,124.91796407393721,1781841.843199207,1.6239003357410493,0.23341739490779798
electricity/D,short,D,electricity/D/D/short,30,4816.769662162163,1724567333.5997117,1.506063249498058,0.1010368514236739,4816.769662162163,1724567333.5997117,1.506063249498058,0.1010368514236739
electricity/H,short,H,electricity/H/H/short,48,191.76100367915524,1825198.2718392806,1.0336490251824666,0.14080562682550218,191.76100367915524,1825198.2718392806,1.0336490251824666,0.14080562682550218
electricity/H,medium,H,electricity/H/H/medium,480,264.0284997888514,6398043.346739865,1.1743606887883453,0.14473488696789777,264.0284997888514,6398043.346739865,1.1743606887883453,0.14473488696789777
electricity/H,long,H,electricity/H/H/long,720,313.0554426614114,10071340.332,1.3417743149448365,0.15932639968829357,313.0554426614114,10071340.332,1.3417743149448365,0.15932639968829357
