dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,178.7401311410307,1900245.0484243687,0.7824825888732202,0.7698221817815402,178.7401311410307,1900245.0484243687,0.7824825888732202,0.7698221817815402
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,299.3060044039392,3079785.767046131,1.100152196660196,0.8197652293591668,299.3060044039392,3079785.767046131,1.100152196660196,0.8197652293591668
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,363.7503646368314,3742760.19603357,1.0391710600064525,0.8265722017317121,363.7503646368314,3742760.19603357,1.0391710600064525,0.8265722017317121
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,308.2460527115987,2624716.5755168837,1.1831753912722296,0.6076209142307997,308.2460527115987,2624716.5755168837,1.1831753912722296,0.6076209142307997
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,131.3880032150383,1682791.920726068,1.7847554296507713,0.7193048604298639,131.3880032150383,1682791.920726068,1.7847554296507713,0.7193048604298639
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,153.47031142021154,2239553.1076438488,4.5560648009872144,0.7734571999875236,153.47031142021154,2239553.1076438488,4.5560648009872144,0.7734571999875236
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,245.08792807658116,3581530.338914661,3.569384569918589,0.7515694342401587,245.08792807658116,3581530.338914661,3.569384569918589,0.7515694342401587
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,147.61171079729684,1713903.8735747105,5.897916157354277,0.6034427438106506,147.61171079729684,1713903.8735747105,5.897916157354277,0.6034427438106506
bizitobs_application,short,10S,bizitobs_application/10S/short,60,849.6654166666667,4127513.3155555557,2.2542111868457413,0.034216794862050585,849.6654166666667,4127513.3155555557,2.2542111868457413,0.034216794862050585
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2229.983333333333,21045674.666666668,5.3339376807654935,0.07728170450192148,2229.983333333333,21045674.666666668,5.3339376807654935,0.07728170450192148
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2470.983333333333,20594437.68888889,5.77824955434126,0.08385268509068315,2470.983333333333,20594437.68888889,5.77824955434126,0.08385268509068315
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,2.6616178603399367,21.06602855864025,0.27510870549025207,0.2101490922142006,2.6616178603399367,21.06602855864025,0.27510870549025207,0.2101490922142006
