dataset,term,prediction_length,raw_MASE,A2_d2_MASE,A2_uniform_MASE,A2_invvar_MASE,A2_qpool_MASE
m4_monthly,short,18,1.0588006831741725,9.594793999275389,4.930725817088171,3.237214096017154,4.930725817088171
electricity/H,short,48,1.3433102358303746,6.862057634483232,3.71953139771019,2.4940502940336207,3.71953139771019
hospital,short,12,0.8107666637394213,3.0383459752052726,1.6359195569266547,1.1016431311796344,1.6359195569266547
jena_weather/H,short,48,0.874134597939037,12.669194126004209,6.576259394620075,3.9597218920583757,6.576259394620075
ett1/H,short,48,0.9213675674425426,2.68937953190513,1.6096325847628306,1.2559629951418931,1.6096325847628306
saugeenday/D,short,30,2.9335917226901254,4.034551092085162,3.1975814146373702,2.997156780606022,3.1975814146373702
covid_deaths,short,30,31.873592653043893,98.94475953738416,63.369725713511855,52.67560851074003,63.369725713511855
m4_hourly,short,48,1.8924551988045542,36.146093402113685,18.32458027233351,11.04093463482418,18.32458027233351
