dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,184.57100388252937,1902284.6953504654,0.8311444454033678,0.7688919323618927,184.57100388252937,1902284.6953504654,0.8311444454033678,0.7688919323618927
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,313.7851487420683,32495820653.289845,1.110956189297375,0.8204057196726682,313.7851487420683,32495820653.289845,1.110956189297375,0.8204057196726682
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,344.2059170361792,371780237.4842496,1.001007880064078,0.8375151272108278,344.2059170361792,371780237.4842496,1.001007880064078,0.8375151272108278
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,291.8702652169338,3068665.6458220873,1.2455403639795228,0.6008089067823403,291.8702652169338,3068665.6458220873,1.2455403639795228,0.6008089067823403
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,142.10179731018928,4661038.665548036,1.8746240636980898,0.6995387525783386,142.10179731018928,4661038.665548036,1.8746240636980898,0.6995387525783386
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,164.02205310339758,2125721.407469999,4.636312500727639,0.7255483720107646,164.02205310339758,2125721.407469999,4.636312500727639,0.7255483720107646
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,198.40449049911817,2623652.4451858434,3.5811957868734843,0.7079562492097793,198.40449049911817,2623652.4451858434,3.5811957868734843,0.7079562492097793
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,136.9901184001383,1711564.646862423,6.254932756155973,0.5833804850576072,136.9901184001383,1711564.646862423,6.254932756155973,0.5833804850576072
bizitobs_application,short,10S,bizitobs_application/10S/short,60,1541.055,13410709.048888888,3.848799355526372,0.05803590562608507,1541.055,13410709.048888888,3.848799355526372,0.05803590562608507
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2825.0804166666667,32025900.373333335,7.8483766297335595,0.11105120340983073,2825.0804166666667,32025900.373333335,7.8483766297335595,0.11105120340983073
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2966.1258333333335,30983427.413333334,8.154832346314473,0.11581968519422743,2966.1258333333335,30983427.413333334,8.154832346314473,0.11581968519422743
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,3.100893111456008,25.766387794131326,0.31923613327572625,0.22638430822463262,3.100893111456008,25.766387794131326,0.31923613327572625,0.22638430822463262
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,9.646547486181973,196.61143707482992,0.9238321155056997,0.9230961183301446,9.646547486181973,196.61143707482992,0.9238321155056997,0.9230961183301446
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,13.866029265873015,437.1804365079365,1.3119678458462138,1.179347640749008,13.866029265873015,437.1804365079365,1.3119678458462138,1.179347640749008
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,9.64558337983631,180.6317119295635,0.9502656080005935,0.9189076499333457,9.64558337983631,180.6317119295635,0.9502656080005935,0.9189076499333457
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,9.559883045014882,187.9384300595238,0.9594202487338989,1.0114608764648438,9.559883045014882,187.9384300595238,0.9594202487338989,1.0114608764648438
