dataset,term,config_name,prediction_length,MAE,MSE,MASE,SMAPE
m4_monthly,short,m4_monthly/M/short,18,689.0271930700231,2927997.7355046296,1.2746624292557471,0.15611858322443786
electricity/H,short,electricity/H/H/short,48,248.58648218653224,2308369.333795045,1.3907517148464543,0.17703423742775445
hospital,short,hospital/M/short,12,22.116489879570025,4312.124015373751,0.8400406174420049,0.18949353409973968
jena_weather/H,short,jena_weather/H/H/short,48,10.114198077591439,1375.0929176375182,0.5912665044354174,0.6319426695505778
ett1/H,short,ett1/H/H/short,48,5.899604797363281,122.58284795851935,1.0019149820692899,0.3057249046507336
saugeenday/D,short,saugeenday/D/D/short,30,16.004192708333335,1551.5540625,3.555805256488314,0.4413664754231771
covid_deaths,short,covid_deaths/D/short,30,290.45417841478695,2719447.1839599,48.91995623979871,0.43293518601802355
m4_hourly,short,m4_hourly/H/short,48,406.294768255114,5600066.482349046,3.4691853931317045,0.16030510688941452
