dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,180.5692422459646,29838847.319739677,0.822697970789673,0.7545250438712586,180.5692422459646,29838847.319739677,0.822697970789673,0.7545250438712586
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,284.44492869506723,10888009155.264343,1.0873686817180304,0.8112412394147203,284.44492869506723,10888009155.264343,1.0873686817180304,0.8112412394147203
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,378.1777469376554,206634228.01860115,0.9959592701321084,0.8302005900333994,378.1777469376554,206634228.01860115,0.9959592701321084,0.8302005900333994
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,344.06351747957257,9214671.992147135,1.249089002865234,0.5961012711652275,344.06351747957257,9214671.992147135,1.249089002865234,0.5961012711652275
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,139.29861767539794,12270593.640023204,1.9117775748887333,0.6770309135513677,139.29861767539794,12270593.640023204,1.9117775748887333,0.6770309135513677
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,151.62718209083738,3917201.2253644373,4.634835655308274,0.7130546678316867,151.62718209083738,3917201.2253644373,4.634835655308274,0.7130546678316867
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,210.52785564299722,846671687916143.1,3.5798895805132362,0.6995277344815679,210.52785564299722,846671687916143.1,3.5798895805132362,0.6995277344815679
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,138.2591042802958,2256971.7984610763,6.301550430475091,0.582579369013583,138.2591042802958,2256971.7984610763,6.301550430475091,0.582579369013583
bizitobs_application,short,10S,bizitobs_application/10S/short,60,1643.8266666666666,13824595.057777777,4.816651383050245,0.07013348049587674,1643.8266666666666,13824595.057777777,4.816651383050245,0.07013348049587674
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2944.603541666667,36061067.946666665,8.059915003715693,0.1146576436360677,2944.603541666667,36061067.946666665,8.059915003715693,0.1146576436360677
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2953.8386111111113,31957854.435555555,8.224358397905716,0.11678678724500868,2953.8386111111113,31957854.435555555,8.224358397905716,0.11678678724500868
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,2.9496688842773438,23.129610188802083,0.30247650602244897,0.22004141353425524,2.9496688842773438,23.129610188802083,0.30247650602244897,0.22004141353425524
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,9.92282100340136,189.29192176870748,0.9528804009124809,0.9150628122342687,9.92282100340136,189.29192176870748,0.9528804009124809,0.9150628122342687
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,13.956614583333334,361.3351984126984,1.325529432512467,1.2269555276537698,13.956614583333334,361.3351984126984,1.325529432512467,1.2269555276537698
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,8.667743985615079,159.6726810515873,0.8455103783267418,0.780402350047278,8.667743985615079,159.6726810515873,0.8455103783267418,0.780402350047278
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,9.718445405505953,192.02472098214287,0.969911071235234,0.9464571271623884,9.718445405505953,192.02472098214287,0.969911071235234,0.9464571271623884
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,9.252167038690477,173.03025793650792,0.9640987372727725,0.8813501751612103,9.252167038690477,173.03025793650792,0.9640987372727725,0.8813501751612103
bizitobs_service,short,10S,bizitobs_service/10S/short,60,81.38584263392858,66708.11753678902,3.02947797498871,0.11259661114405072,81.38584263392858,66708.11753678902,3.02947797498871,0.11259661114405072
bizitobs_service,medium,10S,bizitobs_service/10S/medium,600,134.65190972222223,154505.57968253968,4.587693746262324,0.16179718017578126,134.65190972222223,154505.57968253968,4.587693746262324,0.16179718017578126
bizitobs_service,long,10S,bizitobs_service/10S/long,900,155.9465873015873,245129.4273015873,4.323864760988297,0.16322901165674603,155.9465873015873,245129.4273015873,4.323864760988297,0.16322901165674603
car_parts_with_missing,short,M,car_parts_with_missing/M/short,12,0.47328457592239065,6001.951575981029,0.8411292796811701,1.892815032309243,0.47328457592239065,6001.951575981029,0.8411292796811701,1.892815032309243
hierarchical_sales/D,short,D,hierarchical_sales/D/D/short,30,2.3237983113825442,29.292436787864304,0.7527717693059691,1.053870829928754,2.3237983113825442,29.292436787864304,0.7527717693059691,1.053870829928754
hierarchical_sales/W,short,W-WED,hierarchical_sales/W/W-WED/short,8,9.337906659659692,883.6328911215572,0.761947248527234,0.4747101007881811,9.337906659659692,883.6328911215572,0.761947248527234,0.4747101007881811
restaurant,short,D,restaurant/D/short,30,7.608532741066008,159.9372949647427,0.7275318287750454,0.414205180437411,7.608532741066008,159.9372949647427,0.7275318287750454,0.414205180437411
covid_deaths,short,D,covid_deaths/D/short,30,142.20201235510652,697860.5413533835,36.73076281424052,0.37574855259486606,142.20201235510652,697860.5413533835,36.73076281424052,0.37574855259486606
hospital,short,M,hospital/M/short,12,20.154220799889995,4142.4400192850935,0.7853768115063937,0.1761892087456456,20.154220799889995,4142.4400192850935,0.7853768115063937,0.1761892087456456
electricity/15T,short,15T,electricity/15T/15T/short,48,98.19526657791825,306598.69918971707,1.839691888179653,0.2628739346988001,98.19526657791825,306598.69918971707,1.839691888179653,0.2628739346988001
electricity/15T,medium,15T,electricity/15T/15T/medium,480,100.85733632900478,835856.0728920327,1.7019735027300984,0.24411478068640655,100.85733632900478,835856.0728920327,1.7019735027300984,0.24411478068640655
electricity/15T,long,15T,electricity/15T/15T/long,720,132.42056801772475,2094063.036453688,1.7631666556274206,0.24364509073076449,132.42056801772475,2094063.036453688,1.7631666556274206,0.24364509073076449
electricity/D,short,D,electricity/D/D/short,30,5875.83556081081,3446046053.8326488,1.6960912703574276,0.11387273331375809,5875.83556081081,3446046053.8326488,1.6960912703574276,0.11387273331375809
electricity/H,short,H,electricity/H/H/short,48,187.57371026666314,1518546.134798353,1.0509238460365788,0.1409215109627526,187.57371026666314,1518546.134798353,1.0509238460365788,0.1409215109627526
electricity/H,medium,H,electricity/H/H/medium,480,269.5796005771396,6683133.85911036,1.1992491834390229,0.1465030662863104,269.5796005771396,6683133.85911036,1.1992491834390229,0.1465030662863104
electricity/H,long,H,electricity/H/H/long,720,300.06640418543543,9581245.350102102,1.316697574094384,0.1598367758062201,300.06640418543543,9581245.350102102,1.316697574094384,0.1598367758062201
electricity/W,short,W-FRI,electricity/W/W-FRI/short,8,47639.986007882886,146190101021.982,2.088640494262219,0.1233858583209751,47639.986007882886,146190101021.982,2.088640494262219,0.1233858583209751
ett1/15T,short,15T,ett1/15T/15T/short,48,1.7466365496317546,8.781711732773553,1.3012255696931976,0.38413770085289367,1.7466365496317546,8.781711732773553,1.3012255696931976,0.38413770085289367
ett1/15T,medium,15T,ett1/15T/15T/medium,480,2.0216534133184525,13.533748682415675,1.3583118713203373,0.5074661497085814,2.0216534133184525,13.533748682415675,1.3583118713203373,0.5074661497085814
ett1/15T,long,15T,ett1/15T/15T/long,720,1.932143806578621,11.477911551339286,1.342994040576399,0.49806174989730595,1.932143806578621,11.477911551339286,1.342994040576399,0.49806174989730595
ett1/D,short,D,ett1/D/D/short,30,135.77295386904763,41582.12063492063,1.6514020002758667,0.4620414128379216,135.77295386904763,41582.12063492063,1.6514020002758667,0.4620414128379216
ett1/H,short,H,ett1/H/H/short,48,5.204862067812965,102.43673153831845,0.8772578508848998,0.2810783715475173,5.204862067812965,102.43673153831845,0.8772578508848998,0.2810783715475173
ett1/H,medium,H,ett1/H/H/medium,480,7.694972446986607,167.3635230654762,1.4453469907297853,0.4747457231794085,7.694972446986607,167.3635230654762,1.4453469907297853,0.4747457231794085
ett1/H,long,H,ett1/H/H/long,720,7.791095196759259,166.20104166666667,1.5347556070336625,0.5062675677910053,7.791095196759259,166.20104166666667,1.5347556070336625,0.5062675677910053
ett1/W,short,W-THU,ett1/W/W-THU/short,8,912.1188616071429,1434989.7142857143,1.6079200043325095,0.5347402095794678,912.1188616071429,1434989.7142857143,1.6079200043325095,0.5347402095794678
