dataset_config,model,MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T/5T/short,epoch_999-step_100000-v4,171.84113007732913,1843562.2564822417,0.7836041606689322,0.7696132468121092
bitbrains_fast_storage/5T/5T/medium,epoch_999-step_100000-v4,276.93105769251366,2911803.7106242958,1.1176718423948897,0.834761996349957
bitbrains_fast_storage/5T/5T/long,epoch_999-step_100000-v4,325.3098592614016,3704371.3470173907,1.036139719545039,0.8578065750579913
bitbrains_fast_storage/H/H/short,epoch_999-step_100000-v4,341.5656242318635,3069694.2958212304,1.150728145723244,0.5984330982068191
bitbrains_rnd/5T/5T/short,epoch_999-step_100000-v4,126.7511205528706,1654939.8229510337,1.765420187661794,0.6907978122870458
bitbrains_rnd/5T/5T/medium,epoch_999-step_100000-v4,154.68977718201856,2270131.8186856466,4.520520049991427,0.7518077223188308
bitbrains_rnd/5T/5T/long,epoch_999-step_100000-v4,182.95190143096647,2486754.831571035,3.4895197325167917,0.7382586464848623
bitbrains_rnd/H/H/short,epoch_999-step_100000-v4,150.64861764879788,1686022.080376638,5.939418464575165,0.5993535880127896
bizitobs_application/10S/short,epoch_999-step_100000-v4,818.1750694444445,3854580.6222222224,3.2259103666539106,0.04470778430402659
bizitobs_application/10S/medium,epoch_999-step_100000-v4,2170.617708333333,21332283.733333334,7.659262549337376,0.10633500091998382
bizitobs_application/10S/long,epoch_999-step_100000-v4,2441.0291666666667,20943016.39111111,8.80477305417842,0.12196051021433672
bizitobs_l2c/5T/5T/short,epoch_999-step_100000-v4,2.8799278259277346,22.373753429594494,0.30063080863945907,0.21747144050004688
bizitobs_l2c/5T/5T/medium,epoch_999-step_100000-v4,8.721148224914966,160.5527104591837,0.8453928731034234,0.9068652986633016
bizitobs_l2c/5T/5T/long,epoch_999-step_100000-v4,12.391041666666666,295.0444642857143,1.1573836521775631,1.1266045026476545
bizitobs_l2c/H/H/short,epoch_999-step_100000-v4,9.692320808531745,210.03968253968253,0.9359903687881191,0.942725723447375
bizitobs_l2c/H/H/medium,epoch_999-step_100000-v4,12.555715215773809,292.7782924107143,1.215734651787437,1.1136949704697945
bizitobs_l2c/H/H/long,epoch_999-step_100000-v4,11.939012121775793,247.86974206349205,1.1978458757853947,0.9897088657258878
bizitobs_service/10S/short,epoch_999-step_100000-v4,42.596701518063824,21292.89439814815,1.7416070103228316,0.08491048377624802
bizitobs_service/10S/medium,epoch_999-step_100000-v4,115.75343253968254,170047.553015873,3.9993372435155665,0.18359288317758518
bizitobs_service/10S/long,epoch_999-step_100000-v4,131.9292195767196,207377.66264550266,4.048852204262736,0.19281825014702306
car_parts_with_missing/M/short,epoch_999-step_100000-v4,0.5033488977441627,1.3313684239874675,0.9042706936497793,1.8513594171250416
hierarchical_sales/D/D/short,epoch_999-step_100000-v4,2.316258473768861,29.340645225622676,0.7486047606947563,1.0637571904062597
hierarchical_sales/W/W-WED/short,epoch_999-step_100000-v4,9.500772896459548,498.45782470703125,0.7670517293045035,0.4935563714400715
restaurant/D/short,epoch_999-step_100000-v4,7.077233488824484,140.02742145909218,0.6782362333796842,0.39182216228002353
covid_deaths/D/short,epoch_999-step_100000-v4,281.7093333920739,2423878.661152882,49.207958536658694,0.4293992277938939
hospital/M/short,epoch_999-step_100000-v4,19.04125265679324,3035.685907621686,0.7902605494035105,0.1777271740071403
electricity/15T/15T/short,epoch_999-step_100000-v4,71.36161771069776,187373.51707993515,1.3219592206857302,0.20954692564723132
electricity/15T/15T/medium,epoch_999-step_100000-v4,91.11852444925394,562149.8247126619,1.4239430803996935,0.21603746764280404
electricity/15T/15T/long,epoch_999-step_100000-v4,124.91796407393721,1781841.843199207,1.6239003357410493,0.23341739490779798
electricity/D/D/short,epoch_999-step_100000-v4,4816.769662162163,1724567333.5997117,1.506063249498058,0.1010368514236739
electricity/H/H/short,epoch_999-step_100000-v4,191.76100367915524,1825198.2718392806,1.0336490251824666,0.14080562682550218
electricity/H/H/medium,epoch_999-step_100000-v4,264.0284997888514,6398043.346739865,1.1743606887883453,0.14473488696789777
electricity/H/H/long,epoch_999-step_100000-v4,313.0554426614114,10071340.332,1.3417743149448365,0.15932639968829357
electricity/W/W-FRI/short,epoch_999-step_100000-v4,43867.45411036036,118290292551.95676,1.9455112189865167,0.11693128662851544
ett1/15T/15T/short,epoch_999-step_100000-v4,1.1281117757161458,5.075257274082729,0.733612761199912,0.24217808308264507
ett1/15T/15T/medium,epoch_999-step_100000-v4,1.9790142919146825,12.27286876860119,1.3675466943807542,0.5033763817875416
ett1/15T/15T/long,epoch_999-step_100000-v4,2.1575522770957343,13.234720129588293,1.4963202663757322,0.56065840612995
ett1/D/D/short,epoch_999-step_100000-v4,128.22336309523808,37739.84126984127,1.6150698269146428,0.46028770435289407
ett1/H/H/short,epoch_999-step_100000-v4,4.8955346243722095,96.51343354724702,0.8174105890873542,0.26563678366946447
ett1/H/H/medium,epoch_999-step_100000-v4,7.0542329334077385,137.52413504464286,1.2825142765039643,0.45757983543037656
ett1/H/H/long,epoch_999-step_100000-v4,7.596081349206349,163.41597222222222,1.4274652871009057,0.5021349289030281
ett1/W/W-THU/short,epoch_999-step_100000-v4,945.7547433035714,1510149.142857143,1.6456288420611256,0.5819989436852617
ett2/15T/15T/short,epoch_999-step_100000-v4,2.1343287150065104,10.39717552548363,0.9354145974384546,0.15539509345316682
ett2/15T/15T/medium,epoch_999-step_100000-v4,2.6189265562996034,17.316776413690476,1.0989410036781295,0.19283918455921564
ett2/15T/15T/long,epoch_999-step_100000-v4,2.703183748759921,17.568030753968255,1.141497317201377,0.20242014556390975
ett2/D/D/short,epoch_999-step_100000-v4,220.47408234126985,123294.62857142858,1.473854713584475,0.15388199908062813
ett2/H/H/short,epoch_999-step_100000-v4,6.412877255394346,107.80320638020834,0.7540355910814827,0.11425911584439054
ett2/H/H/medium,epoch_999-step_100000-v4,10.311195591517857,257.6474330357143,1.1377283658713577,0.1881099714836114
ett2/H/H/long,epoch_999-step_100000-v4,9.895608052248678,234.73025793650794,1.130359766269314,0.1956098104560582
ett2/W/W-THU/short,epoch_999-step_100000-v4,1825.6088169642858,7033396.571428572,1.2157468279774046,0.20320643615549247
solar/10T/10T/short,epoch_999-step_100000-v4,2.80959044222124,37.81652365728596,1.2535560925817466,1.6475230679828567
solar/10T/10T/medium,epoch_999-step_100000-v4,5.548219215276625,60.033113698573324,2.470481976181931,1.5938792342178434
solar/10T/10T/long,epoch_999-step_100000-v4,6.463776114928654,78.5703182817569,2.8211472423269264,1.621233311053622
solar/D/D/short,epoch_999-step_100000-v4,318.6241389142336,219891.97858880777,1.2444215658753044,0.4731525341839315
solar/H/H/short,epoch_999-step_100000-v4,11.530927277295229,712.0361361890127,0.890403645355017,1.4125702220473335
solar/H/H/medium,epoch_999-step_100000-v4,12.241540497642944,789.1917579075425,0.9341833670325461,1.4172067859379116
solar/H/H/long,epoch_999-step_100000-v4,13.2042505417427,813.8853507704785,1.003497258877845,1.418102059987431
solar/W/W-FRI/short,epoch_999-step_100000-v4,1696.3365148836679,4236950.656934307,1.8711447457842334,0.30898967160798485
jena_weather/10T/10T/short,epoch_999-step_100000-v4,9.083060994223942,1640.627997486175,0.34122739030418675,0.6203594497640904
jena_weather/10T/10T/medium,epoch_999-step_100000-v4,12.356387324697872,2053.913896780303,0.6660447800185344,0.6792683279297802
jena_weather/10T/10T/long,epoch_999-step_100000-v4,13.862628141534392,2207.172004174934,0.705800044275037,0.6587755302398718
jena_weather/D/D/short,epoch_999-step_100000-v4,11.909557136656746,555.6466765873016,1.4003240223025801,0.49187165427894225
jena_weather/H/H/short,epoch_999-step_100000-v4,8.976826807211713,1107.5886284518263,0.5491488663013514,0.6197644407341684
jena_weather/H/H/medium,epoch_999-step_100000-v4,11.292538597470237,1390.2000992063493,0.8767752989497575,0.708472399514478
jena_weather/H/H/long,epoch_999-step_100000-v4,12.422022776124338,1220.2046296296296,1.0278077736039817,0.6662547181167283
kdd_cup_2018_with_missing/D/D/short,epoch_999-step_100000-v4,21.867762469921953,3047.6470863255536,1.223665565168469,0.48264727003270275
kdd_cup_2018_with_missing/H/H/short,epoch_999-step_100000-v4,22.69744660100217,4666.916738269166,0.9404467726856678,0.5006646185063797
kdd_cup_2018_with_missing/H/H/medium,epoch_999-step_100000-v4,25.19750616928778,5211.889957129004,1.0407739357730121,0.5569153497466262
kdd_cup_2018_with_missing/H/H/long,epoch_999-step_100000-v4,24.095838325589842,4136.457190607039,1.0217387861373073,0.6114960668390196
temperature_rain_with_missing/D/short,epoch_999-step_100000-v4,5.84429125115223,184.52520001785973,1.3689981725909008,1.5261338015162706
saugeenday/D/D/short,epoch_999-step_100000-v4,14.561549479166667,1341.3953125,3.2348679599765195,0.3944450233493761
saugeenday/M/M/short,epoch_999-step_100000-v4,13.856651669456845,516.370861235119,0.8117302973731422,0.3920562341710583
saugeenday/W/W-THU/short,epoch_999-step_100000-v4,18.47808837890625,1497.905859375,1.4989026841461366,0.49476111787577304
us_births/D/D/short,epoch_999-step_100000-v4,341.45416666666665,273439.94666666666,0.5024268402022748,0.03185725282211133
us_births/M/M/short,epoch_999-step_100000-v4,7628.859375,88024128.0,0.8634602322744719,0.023689239893876946
us_births/W/W-TUE/short,epoch_999-step_100000-v4,1582.558872767857,4951765.714285715,1.4381502465734954,0.02129125960759718
LOOP_SEATTLE/5T/5T/short,epoch_999-step_100000-v4,3.7060203922299286,41.90958056691015,0.5889467605435498,0.07836169250861676
LOOP_SEATTLE/5T/5T/medium,epoch_999-step_100000-v4,6.436685981238712,116.0874009126677,1.0112913596378343,0.14184226797934002
LOOP_SEATTLE/5T/5T/long,epoch_999-step_100000-v4,7.0617285458591335,129.97420665634675,1.110636055425327,0.15306806226024552
LOOP_SEATTLE/D/D/short,epoch_999-step_100000-v4,3.0312142969531046,19.341409648190588,0.9094165043553257,0.0556490674729726
LOOP_SEATTLE/H/H/short,epoch_999-step_100000-v4,4.926881215501263,71.89606982923125,1.0002829769295474,0.1109616603945469
LOOP_SEATTLE/H/H/medium,epoch_999-step_100000-v4,5.759163682305776,84.09661924442885,1.1866202072797576,0.12724736316734434
LOOP_SEATTLE/H/H/long,epoch_999-step_100000-v4,5.845430522298009,87.56566704224178,1.2179252039830097,0.1310127347809374
SZ_TAXI/15T/15T/short,epoch_999-step_100000-v4,2.972948598919916,18.67309118510748,0.5963495040440729,0.4178897456169429
SZ_TAXI/15T/15T/medium,epoch_999-step_100000-v4,3.413969956096421,22.062684879139958,0.6718425547388769,0.4663310326486285
SZ_TAXI/15T/15T/long,epoch_999-step_100000-v4,3.484284229767628,22.6102942485755,0.6668936952012184,0.46852429822485453
SZ_TAXI/H/H/short,epoch_999-step_100000-v4,1.9191515669863448,7.543527195596288,0.5868336115542758,0.3018128290718261
m4_daily/D/short,epoch_999-step_100000-v4,176.06159753202203,369134.1970876001,3.300530047019858,0.031310005447241517
m4_hourly/H/short,epoch_999-step_100000-v4,259.5665219379124,1496123.9448846641,1.1107900921885852,0.10576243138263905
m4_monthly/M/short,epoch_999-step_100000-v4,621.8567291304977,2150965.4123969907,1.0389987696848246,0.14679894374296748
m4_quarterly/Q-DEC/short,epoch_999-step_100000-v4,603.6666421508789,1973064.7237994792,1.2951590208853117,0.10971135568176894
m4_weekly/W-SUN/short,epoch_999-step_100000-v4,343.45939240947075,465268.9813584744,2.7782276323099597,0.09090843365018911
m4_yearly/A-DEC/short,epoch_999-step_100000-v4,1004.4835933192594,4263252.554859116,3.798769857006555,0.16796136692008054
M_DENSE/D/D/short,epoch_999-step_100000-v4,52.539030671296295,10646.354444444445,0.7539232545640593,0.10913189413948032
M_DENSE/H/H/short,epoch_999-step_100000-v4,99.97373996310763,50651.475,0.8671400165172573,0.23742327866804364
