dataset_config,model,MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T/5T/short,epoch_999-step_100000,172.3234627452438,2063758.620288515,0.7576232569858583,0.7658521713735487
bitbrains_fast_storage/5T/5T/medium,epoch_999-step_100000,273.3641772846606,3029445.867805775,1.0712473058499814,0.8215733267441736
bitbrains_fast_storage/5T/5T/long,epoch_999-step_100000,311.0999669197573,3288512.772850372,0.9575217654220386,0.8419954641273355
bitbrains_fast_storage/H/H/short,epoch_999-step_100000,303.03129645217354,2774526.561494829,1.1452718423394175,0.5937019974630159
bitbrains_rnd/5T/5T/short,epoch_999-step_100000,134.19256363058685,1879489.14415972,1.7507558552642442,0.6819802377585332
bitbrains_rnd/5T/5T/medium,epoch_999-step_100000,145.34750559894616,2252790.4477865323,4.470249574185109,0.736134603586059
bitbrains_rnd/5T/5T/long,epoch_999-step_100000,223.83810707900105,3030191.385419486,3.4224747998372336,0.7248606868233982
bitbrains_rnd/H/H/short,epoch_999-step_100000,151.76700012966685,1740481.1140331523,5.889883131934502,0.5902289201346166
bizitobs_application/10S/short,epoch_999-step_100000,918.2390972222222,4812206.648888889,2.7818786080045186,0.041221321721958165
bizitobs_application/10S/medium,epoch_999-step_100000,2200.8602083333335,21714961.066666666,7.06948963071095,0.09921550645517285
bizitobs_application/10S/long,epoch_999-step_100000,2407.2722222222224,20710572.942222223,8.813549331388435,0.1228197240683988
bizitobs_l2c/5T/5T/short,epoch_999-step_100000,2.694743801298596,21.01117858886719,0.2813673937752417,0.21066192805963194
bizitobs_l2c/5T/5T/medium,epoch_999-step_100000,9.188750265731292,181.5955144557823,0.9045271182777173,0.9198199934466761
bizitobs_l2c/5T/5T/long,epoch_999-step_100000,13.353509424603175,406.0285317460318,1.2348337072477882,1.208904774663613
bizitobs_l2c/H/H/short,epoch_999-step_100000,8.706166100880456,173.5597408234127,0.8536587721082202,0.843252804323707
bizitobs_l2c/H/H/medium,epoch_999-step_100000,10.710632905505953,211.77622767857142,1.0533811416180252,0.9438906948767976
bizitobs_l2c/H/H/long,epoch_999-step_100000,11.038796657986111,212.57244543650793,1.1163425976021457,0.8928272882558667
bizitobs_service/10S/short,epoch_999-step_100000,49.03457842468585,29272.898060929234,1.8535635241924189,0.09904762855564272
bizitobs_service/10S/medium,epoch_999-step_100000,116.5436011904762,174336.06095238094,4.0794425356724595,0.18815988508422551
bizitobs_service/10S/long,epoch_999-step_100000,130.43854497354496,205879.64275132274,4.465569820480458,0.21119047160857202
car_parts_with_missing/M/short,epoch_999-step_100000,0.4731755447337015,1.3471338298828521,0.8531690440214952,1.8775658530546246
hierarchical_sales/D/D/short,epoch_999-step_100000,2.3146015370665824,29.160334162812628,0.7468842579100348,1.0597035883925257
hierarchical_sales/W/W-WED/short,epoch_999-step_100000,9.153307187355171,484.6260851843882,0.7410418978512523,0.47081473088407283
restaurant/D/short,epoch_999-step_100000,7.102752443276011,140.69416583485102,0.6798602436285406,0.39288196085650157
covid_deaths/D/short,epoch_999-step_100000,279.4348747846178,2676459.6030075187,47.79404931784282,0.42352958781749167
hospital/M/short,epoch_999-step_100000,20.441874584080292,3603.0370592948716,0.8151164170409798,0.18152493603913988
electricity/15T/15T/short,epoch_999-step_100000,65.91820105475348,167914.36705411345,1.2422029189149715,0.19885431931513622
electricity/15T/15T/medium,epoch_999-step_100000,85.56357038178315,641540.4342918954,1.22480249475305,0.1844535902686476
electricity/15T/15T/long,epoch_999-step_100000,95.76686348946603,884393.2151400971,1.3242339934777767,0.18940650052660243
electricity/D/D/short,epoch_999-step_100000,4532.449114864865,1423919119.925045,1.484994008314464,0.10030201667602169
electricity/H/H/short,epoch_999-step_100000,193.1226550925315,1864968.1925389746,1.0321810642766247,0.1386474572576465
electricity/H/H/medium,epoch_999-step_100000,278.6489549461571,8392259.439268017,1.1729954942286929,0.1416428478681544
electricity/H/H/long,epoch_999-step_100000,331.09480133258256,13481843.590054054,1.358997785262675,0.15805270254057896
electricity/W/W-FRI/short,epoch_999-step_100000,39214.30236486487,112812095298.88289,1.8423387940682767,0.11269451152372677
ett1/15T/15T/short,epoch_999-step_100000,1.198668806893485,5.834082789648146,0.737988085583521,0.25030747654928415
ett1/15T/15T/medium,epoch_999-step_100000,1.9522956194196428,14.866735181051586,1.1893205742439057,0.4271770426011324
ett1/15T/15T/long,epoch_999-step_100000,2.1772943018353175,17.020294751364087,1.3190139161581986,0.45736859142054265
ett1/D/D/short,epoch_999-step_100000,133.31571180555557,37660.6126984127,1.7429165935419888,0.48582241953716887
ett1/H/H/short,epoch_999-step_100000,4.94694344656808,96.219775390625,0.8320300723465005,0.2669715092111667
ett1/H/H/medium,epoch_999-step_100000,6.985578264508929,129.5583798363095,1.2964420921341595,0.45521913316322693
ett1/H/H/long,epoch_999-step_100000,7.331942377645503,144.87901785714286,1.4052631210906414,0.48988699720604734
ett1/W/W-THU/short,epoch_999-step_100000,997.9642857142857,1765962.4285714286,1.6552660460910686,0.5867221492096942
ett2/15T/15T/short,epoch_999-step_100000,2.0338306427001953,9.513523937406994,0.8915939005664293,0.14940345198849028
ett2/15T/15T/medium,epoch_999-step_100000,2.692237568204365,18.13861297123016,1.109082962660758,0.19125078831542924
ett2/15T/15T/long,epoch_999-step_100000,2.892703838045635,21.109694940476192,1.199574075383506,0.20087288802398387
ett2/D/D/short,epoch_999-step_100000,214.02924107142857,121474.43809523809,1.4239746194502638,0.15055001981945101
