dataset,term,config_name,prediction_length,MAE,MSE,MASE,SMAPE
m4_monthly,short,m4_monthly/M/short,18,678.9865756835937,2351635.6097083334,1.2964487374010576,0.1539794467974592
electricity/H,short,electricity/H/H/short,48,247.51508623002886,2118857.4596934826,1.4287479422462357,0.18193584321855424
hospital,short,hospital/M/short,12,22.1252181456432,4062.5535161342896,0.8440872315609468,0.18924973416152285
jena_weather/H,short,jena_weather/H/H/short,48,9.716348493507532,1303.6918092757937,0.5837472043442739,0.6308714535800038
ett1/H,short,ett1/H/H/short,48,5.89248551868257,116.31592494419642,0.9940969556468829,0.3073932761237735
saugeenday/D,short,saugeenday/D/D/short,30,15.9483447265625,1273.9666666666667,3.5432906009588603,0.4240862782796224
covid_deaths,short,covid_deaths/D/short,30,472.3900610902256,1112609957.245113,60.39349062703193,0.48084953136013864
m4_hourly,short,m4_hourly/H/short,48,458.1436483287965,5948828.315513181,4.522341629116784,0.1651914922127593
