dataset_config,model,MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T/5T/short,epoch_epoch_0999,174.96787668899913,1751602.918776523,0.82658235774382,0.7592647032065845
bitbrains_fast_storage/5T/5T/medium,epoch_epoch_0999,274.2719996540929,14669464185.15007,1.0988171425595803,0.8206656841855058
bitbrains_fast_storage/5T/5T/long,epoch_epoch_0999,303.48252000662694,2.2828074798828364e+16,0.9729430333178695,0.8386168699668307
bitbrains_fast_storage/H/H/short,epoch_epoch_0999,267.3249378288511,2791913.5638076058,1.2300901282492969,0.5970740161717003
bitbrains_rnd/5T/5T/short,epoch_epoch_0999,134.25591064601312,28576178.293318808,1.8785739339925789,0.6772301415837604
bitbrains_rnd/5T/5T/medium,epoch_epoch_0999,149.75665808919672,2320590.3855753625,4.636677137614251,0.71825621796187
bitbrains_rnd/5T/5T/long,epoch_epoch_0999,192.43016356357595,11928708.85797194,3.57759015076042,0.704708034181197
bitbrains_rnd/H/H/short,epoch_epoch_0999,134.74734009538312,1816346.5352644748,6.223989050777095,0.5789026984538148
bizitobs_application/10S/short,epoch_epoch_0999,1674.1518055555555,13876117.048888888,6.061905088127104,0.08520165805837665
bizitobs_application/10S/medium,epoch_epoch_0999,3552.897916666667,43134877.013333336,10.41836478927622,0.14800281160190962
bizitobs_application/10S/long,epoch_epoch_0999,3415.177222222222,41386898.77333333,9.928715779921879,0.1413416083853111
bizitobs_l2c/5T/5T/short,epoch_epoch_0999,2.8842440287272137,22.626009695870536,0.3005866411132134,0.220600292164636
bizitobs_l2c/5T/5T/medium,epoch_epoch_0999,9.565708705357142,168.35733949829932,0.9303745319436427,0.9122642220504886
bizitobs_l2c/5T/5T/long,epoch_epoch_0999,13.27131107390873,340.69152281746034,1.2680323428262468,1.1845622517125372
bizitobs_l2c/H/H/short,epoch_epoch_0999,7.534269060407366,127.85265531994048,0.7686568314916653,0.7670155166403052
bizitobs_l2c/H/H/medium,epoch_epoch_0999,11.069905598958334,235.72133556547618,1.0896718397825877,1.0340534448186935
bizitobs_l2c/H/H/long,epoch_epoch_0999,12.230403645833333,261.59588293650796,1.2129036990952236,1.0071562523804969
bizitobs_service/10S/short,epoch_epoch_0999,89.30471567951182,74959.3458311632,3.405546961709556,0.12475256853198134
bizitobs_service/10S/medium,epoch_epoch_0999,161.5652380952381,187281.26984126985,5.4077058788671355,0.18297325568198702
bizitobs_service/10S/long,epoch_epoch_0999,172.12765873015874,264948.8186243386,4.89492930735109,0.17688655224097116
car_parts_with_missing/M/short,epoch_epoch_0999,0.47903491048456837,160306679.02490762,0.8503896611907484,1.8625669028314862
hierarchical_sales/D/D/short,epoch_epoch_0999,2.315858684664376,29.21214629382622,0.7514620285060101,1.0601205555662727
hierarchical_sales/W/W-WED/short,epoch_epoch_0999,9.313907267683643,666.3958274711997,0.7668796172339473,0.4761118736695655
restaurant/D/short,epoch_epoch_0999,7.66854883195573,175.21649547864422,0.7312819400559227,0.4181149542378691
covid_deaths/D/short,epoch_epoch_0999,135.86044407894738,451469.95689223055,36.98888934305158,0.37708128972545163
