dataset,term,config_name,prediction_length,MAE,MSE,MASE,SMAPE
m4_monthly,short,m4_monthly/M/short,18,626.1055775191695,2572766.794803241,1.0649402896992357,0.1480293338563707
electricity/H,short,electricity/H/H/short,48,192.2551566184104,1549953.6101991835,1.0602908663215744,0.141944390803844
hospital,short,hospital/M/short,12,19.83020130938315,3672.6846547696655,0.8025510980435375,0.18220898919600811
jena_weather/H,short,jena_weather/H/H/short,48,8.789878061241971,1402.4665113304093,0.5440425897244215,0.6216833796616684
ett1/H,short,ett1/H/H/short,48,5.256060246058873,105.40997372581845,0.8790344804173488,0.2771958214896066
saugeenday/D,short,saugeenday/D/D/short,30,14.68517578125,1227.25875,3.263145868903717,0.3862913513183594
covid_deaths,short,covid_deaths/D/short,30,156.61001869909148,673467.4458646616,37.563425130371556,0.3827806056890273
m4_hourly,short,m4_hourly/H/short,48,285.6275556874544,1435900.0438488454,1.6852282896947062,0.11245776643307696
