dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,174.96787668899913,1751602.918776523,0.82658235774382,0.7592647032065845,174.96787668899913,1751602.918776523,0.82658235774382,0.7592647032065845
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,274.2719996540929,14669464185.15007,1.0988171425595803,0.8206656841855058,274.2719996540929,14669464185.15007,1.0988171425595803,0.8206656841855058
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,303.48252000662694,2.2828074798828364e+16,0.9729430333178695,0.8386168699668307,303.48252000662694,2.2828074798828364e+16,0.9729430333178695,0.8386168699668307
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,267.3249378288511,2791913.5638076058,1.2300901282492969,0.5970740161717003,267.3249378288511,2791913.5638076058,1.2300901282492969,0.5970740161717003
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,134.25591064601312,28576178.293318808,1.8785739339925789,0.6772301415837604,134.25591064601312,28576178.293318808,1.8785739339925789,0.6772301415837604
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,149.75665808919672,2320590.3855753625,4.636677137614251,0.71825621796187,149.75665808919672,2320590.3855753625,4.636677137614251,0.71825621796187
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,192.43016356357595,11928708.85797194,3.57759015076042,0.704708034181197,192.43016356357595,11928708.85797194,3.57759015076042,0.704708034181197
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,134.74734009538312,1816346.5352644748,6.223989050777095,0.5789026984538148,134.74734009538312,1816346.5352644748,6.223989050777095,0.5789026984538148
bizitobs_application,short,10S,bizitobs_application/10S/short,60,1674.1518055555555,13876117.048888888,6.061905088127104,0.08520165805837665,1674.1518055555555,13876117.048888888,6.061905088127104,0.08520165805837665
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,3552.897916666667,43134877.013333336,10.41836478927622,0.14800281160190962,3552.897916666667,43134877.013333336,10.41836478927622,0.14800281160190962
bizitobs_application,long,10S,bizitobs_application/10S/long,900,3415.177222222222,41386898.77333333,9.928715779921879,0.1413416083853111,3415.177222222222,41386898.77333333,9.928715779921879,0.1413416083853111
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,2.8842440287272137,22.626009695870536,0.3005866411132134,0.220600292164636,2.8842440287272137,22.626009695870536,0.3005866411132134,0.220600292164636
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,9.565708705357142,168.35733949829932,0.9303745319436427,0.9122642220504886,9.565708705357142,168.35733949829932,0.9303745319436427,0.9122642220504886
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,13.27131107390873,340.69152281746034,1.2680323428262468,1.1845622517125372,13.27131107390873,340.69152281746034,1.2680323428262468,1.1845622517125372
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,7.534269060407366,127.85265531994048,0.7686568314916653,0.7670155166403052,7.534269060407366,127.85265531994048,0.7686568314916653,0.7670155166403052
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,11.069905598958334,235.72133556547618,1.0896718397825877,1.0340534448186935,11.069905598958334,235.72133556547618,1.0896718397825877,1.0340534448186935
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,12.230403645833333,261.59588293650796,1.2129036990952236,1.0071562523804969,12.230403645833333,261.59588293650796,1.2129036990952236,1.0071562523804969
bizitobs_service,short,10S,bizitobs_service/10S/short,60,89.30471567951182,74959.3458311632,3.405546961709556,0.12475256853198134,89.30471567951182,74959.3458311632,3.405546961709556,0.12475256853198134
bizitobs_service,medium,10S,bizitobs_service/10S/medium,600,161.5652380952381,187281.26984126985,5.4077058788671355,0.18297325568198702,161.5652380952381,187281.26984126985,5.4077058788671355,0.18297325568198702
bizitobs_service,long,10S,bizitobs_service/10S/long,900,172.12765873015874,264948.8186243386,4.89492930735109,0.17688655224097116,172.12765873015874,264948.8186243386,4.89492930735109,0.17688655224097116
car_parts_with_missing,short,M,car_parts_with_missing/M/short,12,0.47903491048456837,160306679.02490762,0.8503896611907484,1.8625669028314862,0.47903491048456837,160306679.02490762,0.8503896611907484,1.8625669028314862
hierarchical_sales/D,short,D,hierarchical_sales/D/D/short,30,2.315858684664376,29.21214629382622,0.7514620285060101,1.0601205555662727,2.315858684664376,29.21214629382622,0.7514620285060101,1.0601205555662727
hierarchical_sales/W,short,W-WED,hierarchical_sales/W/W-WED/short,8,9.313907267683643,666.3958274711997,0.7668796172339473,0.4761118736695655,9.313907267683643,666.3958274711997,0.7668796172339473,0.4761118736695655
restaurant,short,D,restaurant/D/short,30,7.66854883195573,175.21649547864422,0.7312819400559227,0.4181149542378691,7.66854883195573,175.21649547864422,0.7312819400559227,0.4181149542378691
covid_deaths,short,D,covid_deaths/D/short,30,135.86044407894738,451469.95689223055,36.98888934305158,0.37708128972545163,135.86044407894738,451469.95689223055,36.98888934305158,0.37708128972545163
hospital,short,M,hospital/M/short,12,19.494662089640034,3644.171970067362,0.7906477338800619,0.17842976269764543,19.494662089640034,3644.171970067362,0.7906477338800619,0.17842976269764543
electricity/15T,short,15T,electricity/15T/15T/short,48,107.38121674477517,398351.3392915097,1.986477993392043,0.27747045118558694,107.38121674477517,398351.3392915097,1.986477993392043,0.27747045118558694
