dataset_config,model,MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T/5T/short,epoch_999-step_100000-v3,196.80912099829786,1864328.8054702396,0.8097836665725142,0.7644860710360183
bitbrains_fast_storage/5T/5T/medium,epoch_999-step_100000-v3,298.2151630362598,2770097.0620079776,1.1049798537587376,0.8300589215625142
bitbrains_fast_storage/5T/5T/long,epoch_999-step_100000-v3,360.1925976960828,3468672.497976019,1.0445096535715659,0.8542414401065448
bitbrains_fast_storage/H/H/short,epoch_999-step_100000-v3,372.1632351718537,3269715.1398103405,1.1673252813570196,0.609151843375915
bitbrains_rnd/5T/5T/short,epoch_999-step_100000-v3,133.0504012450184,1602616.5277422476,1.7833721122769561,0.6925739172420857
bitbrains_rnd/5T/5T/medium,epoch_999-step_100000-v3,158.2677805271691,2099437.9830113505,4.5117780172446995,0.7716383666317607
bitbrains_rnd/5T/5T/long,epoch_999-step_100000-v3,209.98568366703935,2585452.9712295285,3.473793870494254,0.7584744948948736
bitbrains_rnd/H/H/short,epoch_999-step_100000-v3,206.28430713393246,1969119.1317515483,5.911550533759708,0.622901505525683
bizitobs_application/10S/short,epoch_999-step_100000-v3,1328.5302777777779,6454979.128888889,2.932354815746845,0.045452410332810535
bizitobs_application/10S/medium,epoch_999-step_100000-v3,3138.4664583333333,31146823.68,6.497728717469995,0.09732518218000391
bizitobs_application/10S/long,epoch_999-step_100000-v3,3742.3166666666666,34863092.62222222,7.459634710845281,0.11218862373247201
bizitobs_l2c/5T/5T/short,epoch_999-step_100000-v3,2.9894530523391,24.34757370721726,0.31102429501374945,0.21997563382507845
bizitobs_l2c/5T/5T/medium,epoch_999-step_100000-v3,10.618257068452381,288.01947278911564,1.0404529506122244,0.8863446986373302
bizitobs_l2c/5T/5T/long,epoch_999-step_100000-v3,19.58871031746032,856.7653174603174,1.7858883105184085,1.1899851642745953
bizitobs_l2c/H/H/short,epoch_999-step_100000-v3,9.155193026103671,177.1604972718254,0.8716786184464997,0.8169021496151032
bizitobs_l2c/H/H/medium,epoch_999-step_100000-v3,11.30544666108631,225.30900297619047,1.1036116587375104,0.9543976744656002
bizitobs_l2c/H/H/long,epoch_999-step_100000-v3,11.222991846478175,219.91646825396825,1.1343967324836763,0.9243372630596173
