dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,171.8924956909703,1938529.6908892675,0.7654167957207147,0.7669806560316572,171.8924956909703,1938529.6908892675,0.7654167957207147,0.7669806560316572
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,291.7389732282486,3032794.0365468576,1.0772190847570864,0.8283423961131572,291.7389732282486,3032794.0365468576,1.0772190847570864,0.8283423961131572
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,340.00693881730524,3471320.6836738316,0.9894644271453285,0.8445489246178326,340.00693881730524,3471320.6836738316,0.9894644271453285,0.8445489246178326
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,288.7919667628527,2470384.615716226,1.1430224645416716,0.6004204852587514,288.7919667628527,2470384.615716226,1.1430224645416716,0.6004204852587514
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,132.90803018956146,1745612.7343717671,1.7543739688210431,0.6888773239515472,132.90803018956146,1745612.7343717671,1.7543739688210431,0.6888773239515472
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,150.4890671752056,2241872.795047295,4.4873763790469186,0.7483241359340168,150.4890671752056,2241872.795047295,4.4873763790469186,0.7483241359340168
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,230.0733172381314,3317039.878127324,3.441991318145902,0.7235248418834943,230.0733172381314,3317039.878127324,3.441991318145902,0.7235248418834943
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,156.3936070549148,1707906.263449801,5.861230133756117,0.5882906989355119,156.3936070549148,1707906.263449801,5.861230133756117,0.5882906989355119
bizitobs_application,short,10S,bizitobs_application/10S/short,60,938.0796527777778,4538132.195555556,2.5077946288066175,0.037359896167671415,938.0796527777778,4538132.195555556,2.5077946288066175,0.037359896167671415
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2361.938541666667,22192708.266666666,5.91829868095813,0.08475871343670692,2361.938541666667,22192708.266666666,5.91829868095813,0.08475871343670692
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2540.3875,21238294.755555555,6.4035451280659155,0.09106456438571159,2540.3875,21238294.755555555,6.4035451280659155,0.09106456438571159
