dataset,term,frequency,config_name,prediction_length,eval_metrics/MAE[0.5],eval_metrics/MSE[mean],eval_metrics/MASE[0.5],eval_metrics/sMAPE[0.5],MAE,MSE,MASE,SMAPE
bitbrains_fast_storage/5T,short,5T,bitbrains_fast_storage/5T/5T/short,48,184.80365982217538,1852531.338346795,0.8307184016168249,0.7687560422071246,184.80365982217538,1852531.338346795,0.8307184016168249,0.7687560422071246
bitbrains_fast_storage/5T,medium,5T,bitbrains_fast_storage/5T/5T/medium,480,313.5413287037434,205006305.6570491,1.1105529333337627,0.8203732225475792,313.5413287037434,205006305.6570491,1.1105529333337627,0.8203732225475792
bitbrains_fast_storage/5T,long,5T,bitbrains_fast_storage/5T/5T/long,720,344.72093043145435,28959788894.009228,1.0013376498635949,0.8375168259155896,344.72093043145435,28959788894.009228,1.0013376498635949,0.8375168259155896
bitbrains_fast_storage/H,short,H,bitbrains_fast_storage/H/H/short,48,291.08810820090594,3048856.155487152,1.2449510926968428,0.6005539280228612,291.08810820090594,3048856.155487152,1.2449510926968428,0.6005539280228612
bitbrains_rnd/5T,short,5T,bitbrains_rnd/5T/5T/short,48,141.33857881338494,1588594.7160468732,1.8744183340461007,0.6994173035885173,141.33857881338494,1588594.7160468732,1.8744183340461007,0.6994173035885173
bitbrains_rnd/5T,medium,5T,bitbrains_rnd/5T/5T/medium,480,164.50913636779174,2130783.929444637,4.636048543902577,0.7253593007229643,164.50913636779174,2130783.929444637,4.636048543902577,0.7253593007229643
bitbrains_rnd/5T,long,5T,bitbrains_rnd/5T/5T/long,720,198.63926877974757,2663228.7770008426,3.5833453187289774,0.7082019324405205,198.63926877974757,2663228.7770008426,3.5833453187289774,0.7082019324405205
bitbrains_rnd/H,short,H,bitbrains_rnd/H/H/short,48,136.61144755473094,1962288.0292729824,6.253683947814808,0.5835363431068532,136.61144755473094,1962288.0292729824,6.253683947814808,0.5835363431068532
bizitobs_application,short,10S,bizitobs_application/10S/short,60,1550.642638888889,13330789.262222223,3.844877409142954,0.058068305121527775,1550.642638888889,13330789.262222223,3.844877409142954,0.058068305121527775
bizitobs_application,medium,10S,bizitobs_application/10S/medium,600,2821.0945833333335,32113213.44,7.858240603243771,0.11119758605957031,2821.0945833333335,32113213.44,7.858240603243771,0.11119758605957031
bizitobs_application,long,10S,bizitobs_application/10S/long,900,2961.2058333333334,30859714.56,8.162861338439038,0.11587136162651909,2961.2058333333334,30859714.56,8.162861338439038,0.11587136162651909
bizitobs_l2c/5T,short,5T,bizitobs_l2c/5T/5T/short,48,3.097199430919829,25.62645031156994,0.3185101412693689,0.22635224830536615,3.097199430919829,25.62645031156994,0.3185101412693689,0.22635224830536615
bizitobs_l2c/5T,medium,5T,bizitobs_l2c/5T/5T/medium,480,9.645947597789116,197.8205994897959,0.9232722125688015,0.9219390246332908,9.645947597789116,197.8205994897959,0.9232722125688015,0.9219390246332908
bizitobs_l2c/5T,long,5T,bizitobs_l2c/5T/5T/long,720,13.87000744047619,433.0933333333333,1.3127110383257472,1.1793387276785714,13.87000744047619,433.0933333333333,1.3127110383257472,1.1793387276785714
bizitobs_l2c/H,short,H,bizitobs_l2c/H/H/short,48,9.612560453869047,181.36593191964286,0.9482990935094154,0.9196036808074467,9.612560453869047,181.36593191964286,0.9482990935094154,0.9196036808074467
bizitobs_l2c/H,medium,H,bizitobs_l2c/H/H/medium,480,9.520334007626488,183.89027157738096,0.9543692038002817,1.0064155215308779,9.520334007626488,183.89027157738096,0.9543692038002817,1.0064155215308779
bizitobs_l2c/H,long,H,bizitobs_l2c/H/H/long,720,9.415614149305556,193.98379216269842,0.967128129959943,0.9093190026661706,9.415614149305556,193.98379216269842,0.967128129959943,0.9093190026661706
bizitobs_service,short,10S,bizitobs_service/10S/short,60,72.68944532283399,60401.20381613757,2.4947463710540614,0.11013030521453374,72.68944532283399,60401.20381613757,2.4947463710540614,0.11013030521453374
bizitobs_service,medium,10S,bizitobs_service/10S/medium,600,134.45586805555556,156926.18666666668,4.3076617398935415,0.14713177393353175,134.45586805555556,156926.18666666668,4.3076617398935415,0.14713177393353175
bizitobs_service,long,10S,bizitobs_service/10S/long,900,154.33218253968255,239633.44592592592,4.129073534882117,0.15096992290839947,154.33218253968255,239633.44592592592,4.129073534882117,0.15096992290839947
car_parts_with_missing,short,M,car_parts_with_missing/M/short,12,0.48000082507842373,59.695179669271354,0.8436541438101866,1.8908231716731225,0.48000082507842373,59.695179669271354,0.8436541438101866,1.8908231716731225
hierarchical_sales/D,short,D,hierarchical_sales/D/D/short,30,2.3142498090475145,29.55469783484911,0.7495822844906562,1.0632880423373554,2.3142498090475145,29.55469783484911,0.7495822844906562,1.0632880423373554
hierarchical_sales/W,short,W-WED,hierarchical_sales/W/W-WED/short,8,9.350116018521584,669.9463438906912,0.767994283179586,0.47766705286704886,9.350116018521584,669.9463438906912,0.767994283179586,0.47766705286704886
restaurant,short,D,restaurant/D/short,30,7.89587004449484,165.28402417810779,0.7502984733507979,0.4245276949458444,7.89587004449484,165.28402417810779,0.7502984733507979,0.4245276949458444
covid_deaths,short,D,covid_deaths/D/short,30,153.50242353931705,685728.8352130326,37.66877722821057,0.38312685017597703,153.50242353931705,685728.8352130326,37.66877722821057,0.38312685017597703
hospital,short,M,hospital/M/short,12,19.823697258834475,3769.65571694372,0.801397391221342,0.18246436585347997,19.823697258834475,3769.65571694372,0.801397391221342,0.18246436585347997
electricity/15T,short,15T,electricity/15T/15T/short,48,94.83940323013444,302846.99850137247,1.787780102321748,0.257392952979148,94.83940323013444,302846.99850137247,1.787780102321748,0.257392952979148
electricity/15T,medium,15T,electricity/15T/15T/medium,480,103.75696795379363,970795.4772103744,1.6491571073513056,0.24071399557395987,103.75696795379363,970795.4772103744,1.6491571073513056,0.24071399557395987
electricity/15T,long,15T,electricity/15T/15T/long,720,136.9767264012059,2439655.01926593,1.748768840682373,0.24255851626648156,136.9767264012059,2439655.01926593,1.748768840682373,0.24255851626648156
electricity/D,short,D,electricity/D/D/short,30,5800.1983828828825,3246049333.5847206,1.7168450634088446,0.11864659709758586,5800.1983828828825,3246049333.5847206,1.7168450634088446,0.11864659709758586
electricity/H,short,H,electricity/H/H/short,48,192.2385168869431,1553514.7051463963,1.0599872342552354,0.1418809736956347,192.2385168869431,1553514.7051463963,1.0599872342552354,0.1418809736956347
electricity/H,medium,H,electricity/H/H/medium,480,284.3135231031813,8211809.628282658,1.2173405831002895,0.1486954620722178,284.3135231031813,8211809.628282658,1.2173405831002895,0.1486954620722178
electricity/H,long,H,electricity/H/H/long,720,319.1065278716216,11703489.622366367,1.3299294151710037,0.1612630222996434,319.1065278716216,11703489.622366367,1.3299294151710037,0.1612630222996434
electricity/W,short,W-FRI,electricity/W/W-FRI/short,8,54347.507545045046,298593074004.4108,2.001635915113082,0.12007890370515016,54347.507545045046,298593074004.4108,2.001635915113082,0.12007890370515016
ett1/15T,short,15T,ett1/15T/15T/short,48,1.5881852286202567,7.792748296828497,1.19765769980553,0.35962146861212596,1.5881852286202567,7.792748296828497,1.19765769980553,0.35962146861212596
ett1/15T,medium,15T,ett1/15T/15T/medium,480,2.2529227120535715,17.29155769469246,1.3995594119560262,0.5147501240079365,2.2529227120535715,17.29155769469246,1.3995594119560262,0.5147501240079365
ett1/15T,long,15T,ett1/15T/15T/long,720,2.063420933314732,13.548610219804068,1.347087237310989,0.5060610865032862,2.063420933314732,13.548610219804068,1.347087237310989,0.5060610865032862
ett1/D,short,D,ett1/D/D/short,30,135.97326388888888,41744.13968253968,1.6922707083648165,0.46418989877852185,135.97326388888888,41744.13968253968,1.6922707083648165,0.46418989877852185
ett1/H,short,H,ett1/H/H/short,48,5.239606112525577,104.96404622395833,0.8751794654742192,0.27615345205579483,5.239606112525577,104.96404622395833,0.8751794654742192,0.27615345205579483
ett1/H,medium,H,ett1/H/H/medium,480,8.103950427827382,184.34620535714285,1.5201577422060186,0.502029055640811,8.103950427827382,184.34620535714285,1.5201577422060186,0.502029055640811
ett1/H,long,H,ett1/H/H/long,720,8.249559771825396,185.2335482804233,1.6181132625171741,0.5250026157924107,8.249559771825396,185.2335482804233,1.6181132625171741,0.5250026157924107
ett1/W,short,W-THU,ett1/W/W-THU/short,8,1130.660435267857,3181346.0,1.826329140252989,0.6124706268310547,1130.660435267857,3181346.0,1.826329140252989,0.6124706268310547
ett2/15T,short,15T,ett2/15T/15T/short,48,2.2856897989908855,11.470432535807292,1.0047169288492759,0.16377031803131104,2.2856897989908855,11.470432535807292,1.0047169288492759,0.16377031803131104
ett2/15T,medium,15T,ett2/15T/15T/medium,480,2.5139829799107143,14.929162326388889,1.0609891790686052,0.19691862560453868,2.5139829799107143,14.929162326388889,1.0609891790686052,0.19691862560453868
ett2/15T,long,15T,ett2/15T/15T/long,720,2.515047123015873,14.886768353174602,1.06380009737325,0.19902345808725508,2.515047123015873,14.886768353174602,1.06380009737325,0.19902345808725508
ett2/D,short,D,ett2/D/D/short,30,222.4248759920635,139996.95238095237,1.4076719270586657,0.14307923089890254,222.4248759920635,139996.95238095237,1.4076719270586657,0.14307923089890254
